ID,转发数,评论数,发表时间,性别,粉丝数,状态数,正文
100034,0,0,20150315 10:53:24,m,920,29498, //@爱上海-彪彪哥://@310盐水包大能猫://@KDS_老孙://@辣酱面加roro: //@Antonivetra:YJ0552 #上海地铁安检# @轨交幺幺零 @轨交总队一员周智 @上海轨道保安 @上海地铁shmetro #上海地铁#
100035,0,0,20141002 21:55:35,f,375,10107,@博爱饭李湖蓝xi_  //@MUXI_阿嘎兮:可惜10月份的上海天气转冷了，否则…[花心][花心][花心]
100036,0,0,20150108 07:27:14,m,194,3417,分享网易新闻:「上海部分地区突降冰雹 气温持续下降」 http://t.cn/RZfJHVA
100036,0,0,20150108 07:26:47,m,194,3417,分享网易新闻:「上海地铁男子抢苹果手机 站务员跨栏追回(图)」 http://t.cn/RZfV3R8
100036,0,0,20141203 17:34:12,m,194,3417,分享网易新闻:「男子带刀进站向上海地铁示威」 http://t.cn/Rz6VyHn
100036,0,0,20141225 09:01:43,m,194,3417,分享网易新闻:「上海地铁行乞女被拍后打乘客 行乞男童：打死你」 http://t.cn/RZv4SY4
100037,0,0,20140820 15:10:51,m,396,889,上海：老外在地铁上晕倒 车厢乘客10秒内跑光_国内大聚焦_新闻_视界网—重庆网络广播电视台—重庆最大的影视音频门户网 2号线上一老外乘客在座位上晕倒，周围乘客无一相助竟仓皇逃窜，引起前后3节车厢乘客惊慌，蜂拥冲出车门，甚至摔倒……记者昨天从上海地铁方披露的2起典型乘客 http://t.cn/RPEN8Xj 
100038,0,0,20150102 20:59:21,f,131,446,#上海外滩踩踏事故#发生这样的事情和警察的管制是没有关系的，我也经历过类似拥挤的场面，无非就是外面的人看不到硬生生往里挤，在里面的人根本就动不了，不敢警察怎么管都没有人听，真的是太吓人了。哎好好的跨年啊 http://t.cn/z8AuilT
100039,0,0,20150101 23:17:49,f,233,7145,珍爱自己、就是珍爱父母家人！[伤心] //@张晨初艺术空间:[伤心]//@杨晓升:【复旦20岁女大学生外滩踩踏事故中遇难[蜡烛]】昨晚上海外滩陈毅广场发生拥挤踩踏事故。截至今日19时已有36人遇难，47人受伤，伤员以年轻人为主。36名遇难者中，
100040,0,0,20150120 06:45:09,f,278,5229,最少一百五。前提是不吃贵的不打车//@我的床上读物:带卡[doge] //@日本零距离:100//@重口味女青年: 在上海最少一百，还不敢打车
100041,0,0,20150429 16:14:42,m,21,20,昨天北京机场14：10分的飞机，飞机13：30到，枯坐两小时登机。上飞机再枯坐一小时起飞。理由都是航空管制！晚点到杭州，八点才吃饭。人品大爆发，居然正好有上海来的朋友回上海，于是狂风暴雨中开车回家。路上还观摩了两千多万的跑车撞废。23:30到家！奔波已经是常态了！ http://t.cn/8kRnB1E
100042,0,0,20140704 20:37:33,f,5,20,#上海地铁色狼# 对9号线地铁咸猪手，你怎么看？ 若事情属实，坚决将色狼绳之以法 详情:http://t.cn/RvBCVMy
100043,0,0,20140923 07:09:17,m,91294,4230,大小姐上海狂风暴雨还起这么早？PS：谁惹你了
100044,0,0,20150227 23:03:38,m,486,3680,2月27日，江苏上海迎大范围降雨，随着气温下降，雨水夹杂小冰雹，这其实是霰。  http://t.cn/RwWJ6bX
100045,0,0,20140820 14:30:34,m,169,95,视频:老外上海地铁晕倒监控  http://t.cn/RPEtgSr
100046,0,0,20140928 23:59:36,m,61,72,【周庄（一）】节前偷得一日浮闲，在已游赏过南浔、西塘和乌镇后，终于走了趟周庄。上海外环的交通还是惯常的缓慢，但在驶出沪青平出口后就几乎是一路畅通。特别是在驶出高速后去往古镇的路上，沿着开阔的水面边绿树荫遮的公路，完全就只有我这一辆车在疾驰，看来节日的高速费是真省不来的。
100047,0,0,20141126 10:54:54,f,240,922,上海轨交9号线三期今天正式开工 拟2017年底通车 - http://t.cn/RzGnZJw 
100048,0,0,20150409 20:10:17,f,1440,8507,我用#行程助手#创建了一个旅行计划【小F24K纯女屌丝的行程】：途经上海、台北、九份、太鲁阁国家公园、花莲县、垦丁、高雄市，全程8天。攒够RMB，搞定行程，终于可以出行啦，小伙伴速速来围观！链接： http://t.cn/RA6UVYy 
100049,0,2,20140712 20:55:27,f,186,1214,[泪]上海暴雨，所有飞上海的飞机全延误了T^T被困机场了。在三亚的最后一顿，都吃不下了 http://t.cn/zQAsw1g
100050,0,0,20150426 23:46:04,m,63,392,现场上海外滩亲历者：亲眼看人潮拥挤，丧尸围城的感觉。上海能够容纳五六千万人？北京想步后尘？ //@小熊通信专家:还要霾持续多少年？
100050,0,1,20150426 23:46:38,m,63,392,现场上海外滩亲历者：亲眼看人潮拥挤，丧尸围城的感觉。上海能够容纳五六千万人？北京想步后尘？
100051,0,0,20150103 09:19:39,f,107,2014,//@karry有钳就是任性://@空空joke:是、上海跨年出踩踏事件后还是希望凯凯不要帮妹子们捡东西了，很危险 //@青蛙辅导员:没兴趣跟着say暖不暖，不打粮食的东西，机场这种地方人那么多，人群拥挤踩踏多容易出事故，下次麻烦东西还是自己收收好，收不好就别跟着一起挤了。
100052,16,14,20141202 17:30:23,m,1933,138,上海2号线地铁一男子说是自己来上海打工 但是钱被骗光了！看他手机已经停机 打110警察也不管！好心人给了他吃的和喝的！好心人给他钱也不要！他说他现在去人民广场转1号线去上海火车站！我也不知道是真是假！如果是真的 希望警察同志帮帮他！@110 @上海警察 |蟠中东路
100053,0,0,20150310 14:05:21,m,32,23,//@上海地铁shmetro:【突发运营信息后续：2号线】目前2号线采取上海科技馆至广兰路单线双向运行，故障正在全力抢修中，请乘客们及时调整出行路径。【公交预案】上海科技馆站至广兰路站已启动地面公交应急支援。
100054,0,0,20140709 16:52:20,m,67,899,所谓国企干部就是混饭吃的//分享网页:上海地铁摸女孩大腿男子被所在公司开除党籍-新闻频道-手机搜狐http://t.cn/RvDQFFv——来自@UC浏览器 
100055,0,0,20150315 13:29:33,f,33,25,上海交警被宝马拖死，宝马哥，你怎么可以这样无视生命？你这么可以这样践踏生命？难道你不是人吗？为什么有法不依？试问如此素质的国民，我们如何强国？ http://t.cn/RwDWkNT
100056,0,0,20150113 08:23:20,m,391,3077,地铁1号线老友病残孕通道旁的值班人员人很好，家里出来有时候半小时内来不及吃药，要杯水等值班人员的很热情帮助，小编快去表扬！@上海地铁shmetro
100056,0,1,20141106 12:51:27,m,391,3077,转让一张12月18日 19点15分 克丽缇娜 德语音乐剧 伊丽莎白  票值座位见照片 上海地铁1 4 5 9或其他地点协商面交 @非直接人际关系转卖小分队
100057,2,1,20150101 23:04:04,m,5498,17534,中新网1月1日电 上海市公安局官方微博今日晚间称，针对网传"12·31"外滩陈毅广场拥挤踩踏事件系有人在外滩18号抛撒疑似"美金"引发一事，经警方调查，该疑似"美金"为酒吧代金券，且此事发生在拥挤踩踏事件之后。
100058,2,10,20150324 14:27:53,f,234,582,每天开小差跑神到上海的大街小巷 从每天上下学穿梭的弄堂 到李逸卓家门口的影院小店火锅麻辣烫铺 也有福州路的书店大剧院 还有96广场的暴雨和圣诞歌 最后再默默回到眼前的微生物 觉得脑壳已炸[din推撞][din推撞][din推撞]
100059,4,0,20140923 07:12:19,m,687,3520,//@小众菜园:窗外风雨交加，台风直奔上海而来，这种天气，还上什么课呢？[怒]//@上海教育: 第16号台风将对本市产生影响，现提示（二）：根据强热带风暴风雨势特点，如9月23日6时前市防汛指挥部未发布红色预警，但因本市风雨大而影响学生正常到校，市教委要求各学校对晚到或未到校的学生不按迟到或旷课
100060,0,0,20150312 00:18:35,m,17,563,上海交警被宝马司机拖行近10米身亡 宝宝下月出生 http://t.cn/RwrRsbv @凤凰新闻客户端
100061,0,0,20150125 23:42:26,m,101,125,人民公仆不作为//@京华时报:#外滩踩踏事件#【上海市长：无比痛心、内疚和自责】上海十四届人大三次会议今天上午开幕。市长杨雄作关于上海市人民政府工作的报告。杨雄说，上海城市安全形势严峻，安全事故事件时有发生，特别去年12月31日晚外滩拥挤踩踏事件，造成重大伤亡和严重后果，无比痛心
100062,0,0,20141005 10:54:43,m,97,457,#墨迹天气#当前上海天气：晴，气温24度，西北风3级，湿度54%。10月05日10时发布。 http://t.cn/zlFYvjn
100062,0,0,20141016 19:21:16,m,97,457,#墨迹天气#当前上海天气：晴，气温20度，东风2级，湿度60%。10月16日19时发布。 http://t.cn/zlFYvjn
100062,0,0,20150227 17:22:58,m,97,457,上海, 02/27 16:33发布: 今天,中雨, 4°~7°,东北风3-4级转东风3-4级 (来自微博HD天气插件 @天气通 免费下载地址 http://t.cn/zj9HadD )
100063,0,0,20140820 15:00:29,m,412,225,//@E旅行网:香港、上海、北京、大连、成都；东京；马尼拉、胡志明、河内、台北、首尔为目的地城市，出行城市为：奥克兰、惠灵顿、基督城。速速转发。
100064,0,0,20140820 19:48:54,m,28,232,上海地铁老外晕倒 3节车厢乘客10秒内跑光  http://t.cn/RPEt1Mx
100065,0,11,20150127 21:34:16,f,1218,6918,@鼓浪屿judyscafe 曾姐，那天我还说今年上海下雪悬，谁知道今天就下了。零上3度，仍然是积不起的雨夹雪，湿冷，腊八真正感觉到冬天来了。
100066,0,0,20150227 17:39:54,f,432,9229,重庆也比较冷//@耿直的俊宝宝:上海下冰雹[拜拜] //@易烊千玺的iPhone客户端:河南今天下了雨夹雪//@女总统w: 山西冷出翔。。。//@站在魔法阵中的大哥: 合肥下雨 冷死 //@-七度茜-:嘉兴下雪珠。。。//@王炸鸡腿:江苏表示好冷都不想出去//@我这么可爱你都不看我一下咩: 广州好热[互相膜拜]我在家开风扇
100067,0,0,20150220 19:23:52,f,1335,155,@China_Crush  上海地铁 #地铁偷拍帅哥#
100067,0,0,20150311 18:14:01,f,1335,155,上海地铁 #地铁偷拍帅哥#
100068,0,0,20150214 01:04:07,f,233,1761,上海地铁找不出这样的
100069,0,0,20150101 15:59:32,m,22,1141, //@平民王小石:深圳没有北京、上海那样发达的地铁公共交通网，突然袭击限购机动车，而且从一年购买50多万辆限制到一年只能摇号购买4万辆。这种东施效颦将给市民出行带来严重困难。深圳空气质量很好，交通拥堵并不严重，动因恐怕是巨额牌照拍卖费吧？
100070,0,0,20150402 07:36:39,f,114,497,车厢内温度堪比室外，甚至比站台还闷热，十号线不知道车上有很多人吗？都是老人和孩子，要是哪个晕厥了，责任谁来担待？地铁君你知道吗？@上海地铁shmetro
100071,0,0,20140715 17:24:46,m,664,8933,上海在降暴雨吗 http://t.cn/RvLQTux
100072,0,0,20140730 13:32:22,m,397,895,发表了博文《【品牌】Beats，如何塑造一个有逼格的品牌》by路德维希2014-07-30上海市直邮行业协会当拥挤的地铁里出现越来越多头戴鲜艳配色且两侧标有“B”形图案的Beats耳机时，你不得不承认http://t.cn/RPfSQF7
100073,0,0,20150323 20:33:54,m,40,319,警察不当执法是发生车祸死亡的主要原因！ 汽车在直行道左转属于交通违章，处罚3分2百元。当时并没有威胁到其他人的安全。 交警可以警告，但绝对没...//【上海驾车拖行交警致死案疑犯被批捕】  http://t.cn/RAwc8dk
100074,0,0,20150201 13:55:03,m,210,297,这个劫打的，太……干啥都不容易啊 //@要上我请随便:这尿来自上海自来水
100075,0,0,20140922 23:58:10,f,178,682,下雨了[呵呵]    听说上海会有暴雨，小伙伴们注意身体哦！晚安@是张金玉 http://t.cn/Rh4GuUQ
100076,0,0,20141228 13:40:15,m,208,4061,收藏了 //【教你理财：上海地铁升值速度竟比房价还凶 哪些值得收藏】http://t.cn/RZZuH8l (分享自 @今日头条)
100077,0,4,20150216 19:05:47,m,1553,492,我也在沈阳等着呢。要疯了！ //@飞常准:长春机场因能见度和跑道摩擦系数原因，跑道关闭至19:35分。飞往北京，上海浦东，南京，青岛，广州等地的航班受影响较严重，进港航班备降17班，备降至北京，哈尔滨，青岛，大连等机场。您可以通过飞常准APP及时关注您的航班：http://t.cn/zWa1HKS
100077,0,3,20150127 21:01:33,m,1553,492,上海TMD竟然下雪了.. http://t.cn/Rz18Nn4
100078,0,1,20150409 11:45:11,m,41,130,今晨的上海外滩。前几日的大雨，降温和大风，给魔都带来了难得的蓝天白云。边走边拍，心随云飞。
100079,0,0,20140710 09:12:02,m,73,520,我参与了@上海新闻播报 发起的投票【对#上海地铁色狼#遭全面“人肉”，你怎么看？】，我投给了"这样的人就该让他身败名裂，起杀一儆百作用"等2个选项。你也快来表态吧：http://t.cn/RvDYRK8 
100080,1,0,20141228 02:33:50,m,9758,5043,上海交管部门查禁专车的行为是：为了保护吸血鬼（出租公司）的份子钱，将合理的创新从茫茫商海中分辨出来，坚决禁止，然后再通过罚款牟利。
100081,0,0,20140927 19:50:03,m,0,14,我正在用@手机暴风影音 观看“上海地铁两妙龄女当众脱衣 恶俗广告遭批”,感觉不错哦。http://t.cn/hGr3rs
100082,6,1,20140926 13:38:25,m,2163,4366,转:【925截获运猫车300只】 ，现场需要更多男士，可以去的多带点粗针筒和水，祁连山路武威路11号线四号口出去走路10分钟，联系求雨13818609193！！上海动检以猫是流浪动物为由拒不执法，现在僵持中。需要声援者到上海动物卫生监督所要求动检执法，地址：仙霞西路779号4号楼
100083,0,0,20140926 08:45:08,m,194,324,#留在苏州的理由# 1. 交通不太糟糕（与上海对照）；2. 房价不是太高（与GDP相当的城市比较）；3. PM2.5不是太超（起床依靠鸟叫）；4. 市民不是很刁（精明但文明）5. 衙门不是很高（比起其它城市，亲民很多）；6. 本地人不搞（一个很包容的城市）。
100084,0,1,20150126 00:12:15,m,68,119,//@中国之声:【上海市长杨雄：对外滩拥挤踩踏事件感到无比痛心、内疚和自责】2015上海两会上海市十四届人大三次会议今天上午开幕。市长杨雄说，上海城市安全形势严峻，安全事故事件时有发生，特别去年12月31日晚外滩拥挤踩踏事件，造成重大伤亡和严重后果，无比痛心、内疚和自责。http://t.cn/RZ8ldh0
100085,0,0,20150303 08:08:34,f,391,116,#墨迹时景# 早兰 上海，多云，8℃，南风1级。  http://t.cn/8FfHq3m
