车ID,报警,空车,顶灯状态,高架,刹车,接收时间,GPS测定时间,经度,纬度,速度,方向
00297,0,0,0,0,0,2015-04-01 00:59:30,2015-04-01 00:59:24,121.366487,31.294172,0.0,302.0
00297,0,0,0,0,0,2015-04-01 00:59:10,2015-04-01 00:59:04,121.366487,31.294172,0.0,302.0
00298,0,1,1,0,0,2015-04-01 00:59:21,2015-04-01 00:59:15,121.453103,31.114928,0.0,335.0
00298,0,1,1,0,0,2015-04-01 00:59:31,2015-04-01 00:59:25,121.453103,31.114928,0.0,335.0
00298,0,1,1,0,0,2015-04-01 00:59:41,2015-04-01 00:59:35,121.453103,31.114928,0.0,335.0
00298,0,1,1,0,0,2015-04-01 00:59:11,2015-04-01 00:59:05,121.453103,31.114928,0.0,335.0
00298,0,1,1,0,0,2015-04-01 00:59:51,2015-04-01 00:59:45,121.453103,31.114928,0.0,335.0
00299,0,1,1,0,0,2015-04-01 00:59:27,2015-04-01 00:59:21,121.429877,31.244807,0.0,295.0
00299,0,1,1,0,0,2015-04-01 00:59:17,2015-04-01 00:59:11,121.429877,31.244807,0.0,295.0
00299,0,1,1,0,0,2015-04-01 00:59:57,2015-04-01 00:59:51,121.429867,31.244813,0.0,295.0
00299,0,1,1,0,0,2015-04-01 00:59:06,2015-04-01 00:59:01,121.429877,31.244807,0.0,205.0
00299,0,1,1,0,0,2015-04-01 00:59:37,2015-04-01 00:59:31,121.429867,31.244813,0.0,295.0
00299,0,1,1,0,0,2015-04-01 00:59:46,2015-04-01 00:59:41,121.429867,31.244813,0.0,295.0
00300,0,1,1,0,0,2015-04-01 00:59:48,2015-04-01 00:59:43,121.407622,31.188108,0.0,319.0
00300,0,1,1,0,0,2015-04-01 00:59:19,2015-04-01 00:59:13,121.407625,31.188115,0.0,319.0
00300,0,1,1,0,0,2015-04-01 00:59:39,2015-04-01 00:59:33,121.407622,31.188108,0.0,319.0
00300,0,1,1,0,0,2015-04-01 00:59:08,2015-04-01 00:59:03,121.407625,31.188115,0.0,49.0
00300,0,1,1,0,0,2015-04-01 00:59:28,2015-04-01 00:59:23,121.407625,31.188115,0.0,319.0
00300,0,1,1,0,0,2015-04-01 00:59:59,2015-04-01 00:59:53,121.407622,31.188108,0.0,319.0
00302,0,1,1,0,0,2015-04-01 00:59:31,2015-04-01 00:59:25,121.382323,31.294625,0.0,87.0
00302,0,1,1,0,0,2015-04-01 00:59:51,2015-04-01 00:59:45,121.382323,31.294625,0.0,87.0
00302,0,1,1,0,0,2015-04-01 00:59:20,2015-04-01 00:59:15,121.382323,31.294625,0.0,87.0
00302,0,1,1,0,0,2015-04-01 00:59:01,2015-04-01 00:58:55,121.382323,31.294625,0.0,87.0
00302,0,1,1,0,0,2015-04-01 00:59:10,2015-04-01 00:59:05,121.382323,31.294625,0.0,87.0
00302,0,1,1,0,0,2015-04-01 00:59:40,2015-04-01 00:59:35,121.382323,31.294625,0.0,87.0
